rank,objective,spearman_score_vs_target,pearson_score_vs_target,top_bucket_target_mean,bottom_bucket_target_mean,top_bottom_spread,complexity_penalty,concentration_penalty,max_weight,weight_entropy,effective_n_features,n_features,features,weights
37,0.72789447938979,0.9618577236337068,0.9647377877659868,0.7735569498069497,0.24685328185328187,0.5267036679536679,0.0,0.014876837730457476,0.47975367546091496,1.0350170898699258,2.6687617350683865,3,rank__profit_factor_oos|rank__trade_count_is|rank__net_profit_total,0.47975368|0.32799769|0.19224863
38,0.7277083114167756,0.9644938429107714,0.9656570636919206,0.7689189189189188,0.24542471042471045,0.5234942084942084,0.015,0.0,0.36368593562918144,1.497206787771776,4.061226483443764,5,rank__expectancy_oos|rank__net_profit_oos|rank__net_profit_total|rank__profit_factor_oos|rank__trade_count_oos,0.09036398|0.36368594|0.18360694|0.12442591|0.23791723
39,0.727497005460163,0.963723740650056,0.9703791451416022,0.7689189189189188,0.24472972972972973,0.5241891891891891,0.015,0.0,0.3025119706937283,1.5508401569754626,4.48209447464983,5,rank__trade_count_total|rank__net_profit_oos|rank__profit_factor_total|rank__profit_factor_oos|rank__trade_count_oos,0.22895451|0.30251197|0.13139154|0.21897052|0.11817147
40,0.7274036573214339,0.9688034536390064,0.9681468488317645,0.7691457528957529,0.2526254826254827,0.5165202702702703,0.03,0.0,0.22734883684284454,1.765926434244419,5.712166658733589,6,rank__net_profit_oos|rank__win_rate_oos|rank__payoff_ratio_total|rank__win_rate_total|rank__trade_count_is|rank__profit_factor_oos,0.22734884|0.16834490|0.18674465|0.14445923|0.10490524|0.16819715
41,0.7269328719894517,0.9633831184962779,0.9674118350623285,0.7721187258687259,0.24542471042471045,0.5266940154440154,0.045,0.0,0.21110006983641472,1.8752451528234904,6.181836331776353,7,rank__profit_factor_oos|rank__net_profit_oos|rank__trade_count_is|rank__win_rate_oos|rank__avg_loss_total|rank__expectancy_total|rank__expectancy_is,0.21110007|0.14997920|0.20521180|0.06622153|0.13823808|0.15219237|0.07705695
42,0.7268440969758051,0.9671743911644158,0.9654787637537477,0.7686196911196911,0.245926640926641,0.5226930501930501,0.015,0.03918629645237945,0.5283725929047589,1.2087806560839598,2.718646671820199,5,rank__net_profit_oos|rank__profit_factor_oos|rank__active_months|rank__net_profit_total|rank__avg_loss_total,0.26143155|0.52837259|0.03112402|0.13018043|0.04889141
43,0.7258696065009732,0.967677919565653,0.9672009434987069,0.7612548262548263,0.24388513513513518,0.5173696911196911,0.03,0.0,0.335759894170121,1.634336450590877,4.623690059770527,6,rank__profit_factor_oos|rank__trades_per_month|rank__profit_factor_total|rank__win_rate_oos|rank__expectancy_oos|rank__trade_count_total,0.17816815|0.11733504|0.18079624|0.15595112|0.33575989|0.03198955
44,0.7257345343192743,0.9587625049319848,0.9553925739177594,0.77382722007722,0.24971042471042473,0.5241167953667953,0.015,0.0,0.28907271132958934,1.5593039287712571,4.565131102882328,5,rank__expectancy_total|rank__trade_count_total|rank__profit_factor_oos|rank__trade_count_oos|rank__net_profit_oos,0.28907271|0.16706845|0.21111865|0.10453257|0.22820762
45,0.7257075431552424,0.9742089791228752,0.9730819623605457,0.7689189189189188,0.2427944015444016,0.5261245173745173,0.0,0.16531827175324568,0.7806365435064914,0.6585953486736897,1.5683456135355578,3,rank__trades_per_month|rank__net_profit_oos|rank__expectancy_is,0.15529414|0.78063654|0.06406931
46,0.725452853855965,0.9690996468162046,0.9675135259690792,0.7648359073359073,0.24326254826254828,0.5215733590733591,0.0,0.08431390841726352,0.6186278168345271,0.8258762964820715,2.0363416236981746,3,rank__trade_count_total|rank__expectancy_oos|rank__profit_factor_is,0.32420386|0.61862782|0.05716832
47,0.7252579455238012,0.960598902630614,0.9634114150868245,0.7738272200772202,0.2552895752895753,0.5185376447876449,0.015,0.0,0.28432582292798037,1.549326862319783,4.506906169815623,5,rank__net_profit_total|rank__net_profit_oos|rank__profit_factor_total|rank__trade_count_total|rank__profit_factor_oos,0.24370992|0.28432582|0.09077398|0.17119061|0.20999966
48,0.7249951572046203,0.9556524765714027,0.9521519585114304,0.7735569498069498,0.249015444015444,0.5245415057915057,0.0,0.0,0.3763744892541395,1.0923022822137285,2.962989183742174,3,rank__expectancy_total|rank__profit_factor_oos|rank__trade_count_is,0.28549861|0.37637449|0.33812690
49,0.7249443615507752,0.9615171014799287,0.9584915701866277,0.768918918918919,0.24452702702702706,0.524391891891892,0.045,0.0,0.2830284911034055,1.7158782080140467,4.954295481214291,7,rank__payoff_ratio_total|rank__expectancy_oos|rank__avg_win_total|rank__win_rate_is|rank__trades_per_month|rank__trade_count_oos|rank__net_profit_oos,0.04055416|0.28302849|0.09325763|0.13110910|0.19331626|0.02127975|0.23745462
50,0.724932328520763,0.9668337690106378,0.9679742746808851,0.755719111969112,0.24308880308880315,0.5126303088803088,0.0,0.0,0.3079987379164591,1.3554997822330193,3.786302288198458,4,rank__win_rate_oos|rank__payoff_ratio_total|rank__trade_count_is|rank__net_profit_oos,0.30799874|0.25597680|0.15219464|0.28382983
51,0.7246728962725106,0.9586884566376852,0.9616844512641697,0.7702992277992278,0.24516409266409273,0.525135135135135,0.03,0.0,0.33918087616467335,1.6439566765075608,4.571201693766219,6,rank__active_months|rank__trade_count_total|rank__win_rate_is|rank__expectancy_is|rank__expectancy_oos|rank__net_profit_oos,0.13475431|0.09496889|0.13670281|0.06199661|0.33918088|0.23239652
52,0.7245058738247901,0.9696476041940214,0.9694879433873523,0.7687789575289574,0.24485521235521238,0.5239237451737451,0.0,0.1323141639000082,0.7146283278000164,0.7940689154846242,1.8119429417343555,3,rank__trade_count_total|rank__net_profit_total|rank__net_profit_oos,0.15820382|0.12716785|0.71462833
53,0.7243520360395846,0.9568816782567756,0.956176703504086,0.768692084942085,0.24326254826254834,0.5254295366795366,0.015,0.0,0.22198379539303764,1.605445953553943,4.961450160817453,5,rank__trade_count_oos|rank__profit_factor_oos|rank__expectancy_oos|rank__avg_loss_total|rank__expectancy_total,0.20511727|0.20371350|0.22198380|0.20126518|0.16792025
54,0.7240470219094406,0.9621094878343254,0.9664722749430557,0.7647683397683398,0.2516602316602317,0.5131081081081081,0.0,0.0,0.36674152676262806,1.0942898441756699,2.974614878746932,3,rank__trade_count_oos|rank__profit_factor_oos|rank__net_profit_oos,0.36674153|0.34082095|0.29243752
55,0.7240285123731564,0.9563485305378187,0.9643425699504583,0.768918918918919,0.24685328185328195,0.522065637065637,0.0,0.0,0.42663008016233084,1.046029310128912,2.737071418275295,3,rank__net_profit_oos|rank__profit_factor_oos|rank__trade_count_total,0.18930877|0.42663008|0.38406115
56,0.7239419647018154,0.9600065162762175,0.9544190565476877,0.77382722007722,0.2533687258687259,0.5204584942084942,0.045,0.0,0.22275766068870684,1.792757382577241,5.696790472313209,7,rank__profit_factor_oos|rank__trade_count_oos|rank__active_months|rank__net_profit_oos|rank__avg_win_total|rank__profit_factor_is|rank__win_rate_oos,0.14601646|0.08002368|0.19373944|0.22275766|0.19316644|0.01198057|0.15231574
57,0.7237636872899647,0.957311158363713,0.9563549821675575,0.7669980694980695,0.24376447876447876,0.5232335907335908,0.015,0.0,0.3264579318178102,1.4970500651500154,4.103540130514392,5,rank__trade_count_total|rank__net_profit_total|rank__expectancy_oos|rank__avg_loss_total|rank__profit_factor_oos,0.08294270|0.12513882|0.28863763|0.17682292|0.32645793
58,0.7236070765769611,0.9523647323045017,0.9491833760725941,0.77382722007722,0.24542471042471045,0.5284025096525096,0.015,0.0,0.297366862692937,1.4891121315907023,4.147083282701411,5,rank__active_months|rank__trade_count_oos|rank__expectancy_oos|rank__expectancy_total|rank__profit_factor_oos,0.14058682|0.22731364|0.05501165|0.27972102|0.29736686
59,0.723251792224818,0.9542159396619909,0.9532754984217708,0.7738272200772202,0.24754826254826257,0.5262789575289576,0.03,0.0,0.2967821175872235,1.5646372061400189,4.298687132896226,6,rank__trade_count_is|rank__expectancy_oos|rank__expectancy_total|rank__net_profit_total|rank__active_months|rank__profit_factor_oos,0.19943565|0.13873554|0.05078364|0.29678212|0.02757883|0.28668422
60,0.7227898759774608,0.9639755048506744,0.9616190494855577,0.760472972972973,0.24754826254826257,0.5129247104247104,0.03,0.0,0.25302217257417253,1.6542050303493037,5.024218590624557,6,rank__profit_factor_is|rank__expectancy_oos|rank__net_profit_oos|rank__net_profit_is|rank__trade_count_total|rank__profit_factor_oos,0.01669590|0.16499069|0.25302217|0.16835024|0.21247311|0.18446788
61,0.7227876184497689,0.965782283231584,0.9612183599645385,0.7577944015444016,0.24388513513513516,0.5139092664092664,0.045,0.0,0.23266614569706723,1.8280419830063173,5.816277203893168,7,rank__win_rate_is|rank__win_rate_oos|rank__net_profit_oos|rank__profit_factor_oos|rank__trade_count_oos|rank__expectancy_oos|rank__net_profit_total,0.04962822|0.17372936|0.15128842|0.18749670|0.04755926|0.23266615|0.15763190
62,0.7225909073671847,0.957311158363713,0.9552980086673307,0.7608638996138996,0.2416409266409267,0.5192229729729728,0.0,0.0,0.4222852131169029,1.1317183714481154,2.7526931767011473,4,rank__expectancy_oos|rank__active_months|rank__avg_loss_total|rank__profit_factor_oos,0.42228521|0.11331563|0.05292038|0.41147879
63,0.722571765232706,0.958880982202864,0.961180135742699,0.7654922779922779,0.24326254826254828,0.5222297297297296,0.045,0.0,0.2699757680367916,1.7610147680313504,5.145733954371188,7,rank__net_profit_oos|rank__profit_factor_oos|rank__trade_count_total|rank__avg_win_total|rank__trade_count_oos|rank__expectancy_oos|rank__avg_loss_total,0.11513473|0.12481509|0.02475240|0.08745518|0.26997577|0.26943574|0.10843110
64,0.7221908657064446,0.957488874270032,0.9532182241800777,0.7651592664092665,0.24446911196911203,0.5206901544401544,0.03,0.0,0.23983705286528376,1.7087720371405195,5.209395543995602,6,rank__net_profit_oos|rank__expectancy_oos|rank__profit_factor_oos|rank__win_rate_oos|rank__expectancy_total|rank__trade_count_oos,0.12479955|0.13368915|0.23983705|0.23762644|0.06250996|0.20153784
65,0.7220103153425702,0.9575925418820515,0.9498848800999995,0.7642133204633205,0.24388513513513516,0.5203281853281854,0.03,0.0,0.22370199814778607,1.743990388528054,5.5312157782522124,6,rank__profit_factor_oos|rank__win_rate_is|rank__expectancy_total|rank__net_profit_oos|rank__expectancy_oos|rank__trades_per_month,0.22370200|0.18891411|0.14628608|0.16146844|0.20497981|0.07464956
66,0.721905211459962,0.9628943997539008,0.9643550947583212,0.7635279922779923,0.2538127413127414,0.5097152509652509,0.03,0.0,0.3061813141991282,1.522026902599749,4.074024917689945,6,rank__active_months|rank__net_profit_oos|rank__payoff_ratio_total|rank__profit_factor_is|rank__win_rate_oos|rank__trade_count_oos,0.09422771|0.30618131|0.28442242|0.02408858|0.24298613|0.04809385
67,0.7218556557307044,0.9568816782567756,0.9463028500062969,0.7709073359073358,0.25979247104247105,0.5111148648648648,0.0,0.0,0.3206979161926853,1.3671216365013483,3.851330693295238,4,rank__net_profit_oos|rank__profit_factor_oos|rank__win_rate_total|rank__avg_win_total,0.22203953|0.32069792|0.19017814|0.26708441
68,0.7218008648764587,0.9563189112200987,0.9521100000542382,0.7727654440154439,0.2558590733590734,0.5169063706563706,0.03,0.0,0.2635131910785617,1.7147722082552148,5.270305237660567,6,rank__win_rate_is|rank__trade_count_oos|rank__profit_factor_oos|rank__expectancy_oos|rank__win_rate_oos|rank__avg_win_total,0.05740520|0.16711285|0.14825482|0.26351319|0.20373916|0.15997478
69,0.7217502752355829,0.9536827919430341,0.9541950472747075,0.766153474903475,0.24446911196911203,0.5216843629343629,0.0,0.008704654100922277,0.46740930820184456,1.2207043595380336,3.031401607126608,4,rank__trades_per_month|rank__win_rate_oos|rank__net_profit_total|rank__expectancy_oos,0.22848918|0.23255783|0.07154369|0.46740931
70,0.7216358284147293,0.9600361355939373,0.9564469997837792,0.7687210424710426,0.26048262548262546,0.5082384169884171,0.015,0.0,0.2777656183645729,1.5176566769275415,4.283325688785015,5,rank__expectancy_oos|rank__profit_factor_oos|rank__avg_loss_total|rank__net_profit_oos|rank__net_profit_total,0.10514759|0.26364353|0.09522097|0.25822230|0.27776562
71,0.7216330278203359,0.9608654764900926,0.9621117013810849,0.7603330115830117,0.24273166023166026,0.5176013513513514,0.045,0.0,0.22561390450522453,1.8914181417618976,6.322730627565056,7,rank__win_rate_is|rank__profit_factor_oos|rank__expectancy_is|rank__net_profit_oos|rank__avg_loss_total|rank__trades_per_month|rank__expectancy_oos,0.08124855|0.08311683|0.15564053|0.22561390|0.15399218|0.13156471|0.16882331
72,0.7213227557554727,0.9560967663372001,0.9551643707335774,0.7652509652509653,0.2453040540540541,0.5199469111969112,0.03,0.0,0.25029088833005536,1.7130827800477046,5.244550994396192,6,rank__payoff_ratio_total|rank__profit_factor_is|rank__expectancy_oos|rank__profit_factor_oos|rank__win_rate_total|rank__trade_count_total,0.18816564|0.06388345|0.15260836|0.22601192|0.11903974|0.25029089
73,0.7209670989586936,0.9622131554463447,0.9597181788073913,0.7612548262548263,0.24956563706563709,0.5116891891891893,0.045,0.0,0.2064392793858146,1.8838998979760349,6.286896471352969,7,rank__net_profit_oos|rank__expectancy_oos|rank__profit_factor_oos|rank__win_rate_oos|rank__avg_win_total|rank__profit_factor_is|rank__active_months,0.14993828|0.18886428|0.20643928|0.13166966|0.06038023|0.09392337|0.16878489
74,0.720964956636283,0.9484994113420641,0.9494696989706182,0.7738272200772202,0.2482625482625483,0.5255646718146718,0.015,0.0,0.36387269512966264,1.2991853339366808,3.296170927069742,5,rank__expectancy_total|rank__active_months|rank__expectancy_oos|rank__net_profit_oos|rank__win_rate_oos,0.02592098|0.36387270|0.22181837|0.34532488|0.04306308
75,0.7205415918232885,0.9603175191122756,0.95921497732895,0.757784749034749,0.2459411196911197,0.5118436293436293,0.0,0.024915748479379135,0.4998314969587583,1.0378776118990798,2.660318861904542,3,rank__net_profit_oos|rank__active_months|rank__profit_factor_oos,0.22795962|0.27220889|0.49983150
76,0.7204914389385126,0.9568964879156354,0.9563462994155124,0.760472972972973,0.24558397683397687,0.5148889961389962,0.015,0.0,0.3094622865806247,1.4995222866532933,4.150771607603838,5,rank__profit_factor_is|rank__trade_count_oos|rank__expectancy_oos|rank__net_profit_oos|rank__trades_per_month,0.13346997|0.07309116|0.30946229|0.29137927|0.19259731
77,0.7203009639035808,0.9589846498148834,0.9517272526465445,0.7581998069498069,0.24388513513513516,0.5143146718146718,0.03,0.0,0.3019115194969565,1.6346532988241467,4.733814429295495,6,rank__profit_factor_oos|rank__expectancy_total|rank__trade_count_total|rank__expectancy_oos|rank__net_profit_oos|rank__win_rate_total,0.20599616|0.12107253|0.02502736|0.13749380|0.30191152|0.20849864
78,0.7202907014550239,0.9567483913270363,0.9534799526109589,0.7636872586872586,0.24823359073359072,0.5154536679536679,0.03,0.0,0.26506050634778033,1.7258525181988813,5.305135390529995,6,rank__expectancy_oos|rank__profit_factor_oos|rank__trade_count_total|rank__net_profit_total|rank__win_rate_total|rank__avg_win_total,0.19858494|0.19790625|0.26506051|0.14390019|0.09884247|0.09570564
79,0.7201832936714343,0.9501580931343745,0.9540743833551121,0.768918918918919,0.24685328185328187,0.5220656370656371,0.015,0.0,0.26566390436589576,1.5626156972613106,4.588238713352081,5,rank__trade_count_total|rank__expectancy_oos|rank__net_profit_oos|rank__trade_count_is|rank__profit_factor_total,0.11746185|0.26566390|0.21080682|0.26086566|0.14520178
